01        1.5000000000000000
02        1.2500000000000000
03        1.1250000000000000
04        1.0625000000000000
05        1.0312500000000000
06        1.0156250000000000
07        1.0078125000000000
08        1.0039062500000000
09        1.0019531250000000
10        1.0009765625000000
11        1.0004882812500000
12        1.0002441406250000
13        1.0001220703125000
14        1.0000610351562500
15        1.0000305175781250
16        1.0000152587890625
17        1.0000076293945312
18        1.0000038146972656
19        1.0000019073486328
20        1.0000009536743164
21        1.0000004768371582
22        1.0000002384185791
23        1.0000001192092896
24        1.0000000596046448
25        1.0000000298023224
26        1.0000000149011612
27        1.0000000074505806
28        1.0000000037252903
29        1.0000000018626451
30        1.0000000009313226
31        1.0000000004656613
32        1.0000000002328306
33        1.0000000001164153
34        1.0000000000582077
35        1.0000000000291038
36        1.0000000000145519
37        1.0000000000072760
38        1.0000000000036380
39        1.0000000000018190
40        1.0000000000009095
41        1.0000000000004547
42        1.0000000000002274
43        1.0000000000001137
44        1.0000000000000568
45        1.0000000000000284
46        1.0000000000000142
47        1.0000000000000071
48        1.0000000000000036
49        1.0000000000000018
50        1.0000000000000009
